pdb_id,method,resolution_a,comp_id,comp_name,formula,formula_weight,comp_type,smiles,heavy_atoms,auth_asym_ids,classification,tier
7BDT,X-RAY DIFFRACTION,1.75,TJ8,2-bromanyl-4-(2-phenylimidazol-1-yl)benzaldehyde,C16 H11 Br N2 O,327.175,non-polymer,c1ccc(cc1)c2nccn2c3ccc(c(c3)Br)C=O,20,A,ligand,drug_like
7BDT,X-RAY DIFFRACTION,1.75,MG,MAGNESIUM ION,Mg,24.305,non-polymer,[Mg+2],1,A,additive_code,
7BDY,X-RAY DIFFRACTION,1.801,TJK,2-bromanyl-4-[2-(5-bromanyl-2-fluoranyl-phenyl)imidazol-1-yl]benzaldehyde,C16 H9 Br2 F N2 O,424.062,non-polymer,c1cc(c(cc1n2ccnc2c3cc(ccc3F)Br)Br)C=O,22,A,ligand,drug_like
7BDY,X-RAY DIFFRACTION,1.801,CA,CALCIUM ION,Ca,40.078,non-polymer,[Ca+2],1,A,additive_code,
7BDY,X-RAY DIFFRACTION,1.801,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
7BDY,X-RAY DIFFRACTION,1.801,MG,MAGNESIUM ION,Mg,24.305,non-polymer,[Mg+2],1,A,additive_code,
7BFW,X-RAY DIFFRACTION,1.8,TKH,"[4-[2-[2,4-bis(fluoranyl)phenyl]imidazol-1-yl]-2-bromanyl-phenyl]methanol",C16 H9 Br F2 N2 O,363.156,non-polymer,c1cc(c(cc1n2ccnc2c3ccc(cc3F)F)Br)C=O,22,A,ligand,drug_like
7BFW,X-RAY DIFFRACTION,1.8,CA,CALCIUM ION,Ca,40.078,non-polymer,[Ca+2],1,A,additive_code,
7BFW,X-RAY DIFFRACTION,1.8,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
7BG3,X-RAY DIFFRACTION,1.4,TKK,1-(3-bromanyl-4-methyl-phenyl)-2-(2-bromophenyl)imidazole,C16 H10 Br2 N2 O,406.071,non-polymer,c1ccc(c(c1)c2nccn2c3ccc(c(c3)Br)C=O)Br,21,A,ligand,drug_like
7BG3,X-RAY DIFFRACTION,1.4,CA,CALCIUM ION,Ca,40.078,non-polymer,[Ca+2],1,A,additive_code,
7BG3,X-RAY DIFFRACTION,1.4,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
7BGQ,X-RAY DIFFRACTION,1.75,TL8,2-methoxy-4-(2-phenylimidazol-1-yl)benzaldehyde,C17 H14 N2 O2,278.305,non-polymer,COc1cc(ccc1C=O)n2ccnc2c3ccccc3,21,A,ligand,drug_like
7BGQ,X-RAY DIFFRACTION,1.75,CA,CALCIUM ION,Ca,40.078,non-polymer,[Ca+2],1,A,additive_code,
7BGQ,X-RAY DIFFRACTION,1.75,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
7BGR,X-RAY DIFFRACTION,1.8,TQK,2-methyl-4-(2-phenylimidazol-1-yl)benzaldehyde,C17 H14 N2 O,262.306,non-polymer,Cc1cc(ccc1C=O)n2ccnc2c3ccccc3,20,A,ligand,drug_like
7BGR,X-RAY DIFFRACTION,1.8,CA,CALCIUM ION,Ca,40.078,non-polymer,[Ca+2],1,A,additive_code,
7BGR,X-RAY DIFFRACTION,1.8,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
7BGV,X-RAY DIFFRACTION,1.683,CA,CALCIUM ION,Ca,40.078,non-polymer,[Ca+2],1,A,additive_code,
7BGV,X-RAY DIFFRACTION,1.683,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
7BGV,X-RAY DIFFRACTION,1.683,MG,MAGNESIUM ION,Mg,24.305,non-polymer,[Mg+2],1,A,additive_code,
7BGV,X-RAY DIFFRACTION,1.683,TLK,3-methoxy-4-(2-phenylimidazol-1-yl)benzaldehyde,C17 H14 N2 O2,278.305,non-polymer,COc1cc(ccc1n2ccnc2c3ccccc3)C=O,21,A,ligand,drug_like
7BGW,X-RAY DIFFRACTION,1.9,TLQ,4-(2-phenylimidazol-1-yl)naphthalene-1-carbaldehyde,C20 H14 N2 O,298.338,non-polymer,c1ccc(cc1)c2nccn2c3ccc(c4c3cccc4)C=O,23,A,ligand,drug_like
7BGW,X-RAY DIFFRACTION,1.9,CA,CALCIUM ION,Ca,40.078,non-polymer,[Ca+2],1,A,additive_code,
7BGW,X-RAY DIFFRACTION,1.9,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
7BGW,X-RAY DIFFRACTION,1.9,NA,SODIUM ION,Na,22.99,non-polymer,[Na+],1,A,additive_code,
7EFJ,X-RAY DIFFRACTION,1.992,J2C,"8-(2-chloroacetyl)-4-(furan-2-ylmethyl)-1-thia-4,8-diazaspiro[4.5]decan-3-one",C14 H17 Cl N2 O3 S,328.814,non-polymer,c1cc(oc1)CN2C(=O)CSC23CCN(CC3)C(=O)CCl,21,A,ligand,drug_like
7EFJ,X-RAY DIFFRACTION,1.992,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
7EFX,X-RAY DIFFRACTION,2.41,J3X,"4-((5-bromofuran-2-yl)methyl)-8-(2-chloroacetyl)-1-thia-4,8-diazaspiro[4.5]decan-3-one",C14 H16 Br Cl N2 O3 S,407.71,non-polymer,c1cc(oc1CN2C(=O)CSC23CCN(CC3)C(=O)CCl)Br,22,A,ligand,drug_like
7EKV,X-RAY DIFFRACTION,1.95,J50,"8-(2-chloroacetyl)-4-((5-phenylfuran-2-yl)methyl)-1-thia-4,8-diazaspiro[4.5]decan-3-one",C20 H21 Cl N2 O3 S,404.91,non-polymer,c1ccc(cc1)c2ccc(o2)CN3C(=O)CSC34CCN(CC4)C(=O)CCl,27,A,ligand,drug_like
7EKV,X-RAY DIFFRACTION,1.95,PE8,"3,6,9,12,15,18,21-HEPTAOXATRICOSANE-1,23-DIOL",C16 H34 O9,370.436,non-polymer,C(COCCOCCOCCOCCOCCOCCOCCO)O,25,A,additive_code,
7F0M,X-RAY DIFFRACTION,1.9,0BF,"8-(2-chloranylethanoyl)-4-[(5-naphthalen-1-ylfuran-2-yl)methyl]-1-thia-4,8-diazaspiro[4.5]decan-3-one",C24 H23 Cl N2 O3 S,454.969,non-polymer,c1ccc2c(c1)cccc2c3ccc(o3)CN4C(=O)CSC45CCN(CC5)C(=O)CCl,31,"A,B,C,D",ligand,drug_like
7F0M,X-RAY DIFFRACTION,1.9,P33,"3,6,9,12,15,18-HEXAOXAICOSANE-1,20-DIOL",C14 H30 O8,326.383,non-polymer,C(COCCOCCOCCOCCOCCOCCO)O,22,"A,B,C,D",additive_code,
7NIF,X-RAY DIFFRACTION,1.71,P5N,1-(4-methylphenyl)imidazole,C10 H8 N2 O,172.183,non-polymer,c1cc(ccc1C=O)n2ccnc2,13,A,ligand,drug_like
7NIF,X-RAY DIFFRACTION,1.71,CA,CALCIUM ION,Ca,40.078,non-polymer,[Ca+2],1,A,additive_code,
7NIF,X-RAY DIFFRACTION,1.71,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
7NIG,X-RAY DIFFRACTION,1.9,UFH,2-bromanyl-4-imidazol-1-yl-benzaldehyde,C10 H7 Br N2 O,251.079,non-polymer,c1cc(c(cc1n2ccnc2)Br)C=O,14,A,ligand,drug_like
7NIG,X-RAY DIFFRACTION,1.9,CA,CALCIUM ION,Ca,40.078,non-polymer,[Ca+2],1,A,additive_code,
7NIG,X-RAY DIFFRACTION,1.9,CL,CHLORIDE ION,Cl,35.453,non-polymer,[Cl-],1,A,additive_code,
